Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,EMPTY
14899-10924,RW,Adam,Cracknell,1.146808511,47,3100,SJ@EDM,EDM,SJ,,,
14899-42860,C,Curtis,Lazar,1.131451613,62,3100,OTT@CAR,OTT,CAR,,,
14899-8877,D,Jason,Garrison,0.944642857,56,3100,BOS@TB,TB,BOS,,,
14899-8895,D,Justin,Falk,0.8525,20,3100,DET@CLS,CLS,DET,,,
14899-42973,RW,J.C.,Lipon,0.95,4,3100,NSH@WPG,WPG,NSH,,,
14899-8841,D,Adam,McQuaid,1.075510204,49,3100,BOS@TB,BOS,TB,,,
14899-12265,D,Mark,Barberio,0.932,25,3100,DAL@MON,MON,DAL,,,
14899-21687,D,Greg,Pateryn,0.465909091,22,3100,DAL@MON,MON,DAL,,,
14899-21690,D,Chris,Wideman,1.106,50,3100,OTT@CAR,OTT,CAR,,,
14899-53527,LW,Marko,Dano,0.45,18,3100,NSH@WPG,WPG,NSH,,,
14899-9094,D,Arturs,Kulda,0,0,3100,NSH@WPG,WPG,NSH,,,
14899-8196,C,Paul,Gaustad,0.714035088,57,3100,NSH@WPG,NSH,WPG,O,Upper body,
14899-12601,D,Dalton,Prout,0.858163265,49,3100,DET@CLS,CLS,DET,,,
14899-23412,D,Griffin,Reinhart,0.653333333,15,3100,SJ@EDM,EDM,SJ,,,
14899-8391,D,Dennis,Seidenberg,1.133333333,51,3100,BOS@TB,BOS,TB,,,
14899-13742,D,Ben,Chiarot,0.656603774,53,3100,NSH@WPG,WPG,NSH,,,
14899-11302,D,Eric,Gryba,1.036792453,53,3100,SJ@EDM,EDM,SJ,IR,Knee,
14899-11303,D,Patrick,Wiercioch,0.803921569,51,3100,OTT@CAR,OTT,CAR,DTD,Undisclosed,
14899-8350,D,Jonathan,Ericsson,1.166666667,54,3100,DET@CLS,DET,CLS,,,
14899-11369,LW,David,Dziurzynski,0.917857143,14,3100,OTT@CAR,OTT,CAR,,,
14899-12687,D,Mark,Fayne,0.534545455,55,3100,SJ@EDM,EDM,SJ,,,
14899-8528,D,Marc,Staal,0.990322581,62,3100,NYR@BUF,NYR,BUF,DTD,Back,
14899-23044,D,Petter,Granberg,0.934615385,13,3100,NSH@WPG,NSH,WPG,,,
14899-8648,D,Barret,Jackman,0.820491803,61,3100,NSH@WPG,NSH,WPG,,,
14899-8637,C,Jay,McClement,0.519672131,61,3100,OTT@CAR,CAR,OTT,DTD,Undisclosed,
14899-62789,C,Joonas,Kemppainen,0.477272727,44,3100,BOS@TB,BOS,TB,,,
14899-15305,D,Morgan,Ellis,0.566666667,3,3000,DAL@MON,MON,DAL,,,
14899-42791,RW,Sven,Andrighetto,1.406451613,31,3000,DAL@MON,MON,DAL,,,
14899-54515,LW,Brian,Ferlin,0,0,3000,BOS@TB,BOS,TB,,,
14899-42795,C,Michael,McCarron,1.264285714,7,3000,DAL@MON,MON,DAL,,,
14899-61245,LW,Devin,Shore,0.8,3,3000,DAL@MON,DAL,MON,O,Shoulder,
14899-54517,LW,Jacob,De La Rose,0.253846154,13,3000,DAL@MON,MON,DAL,,,
14899-42772,RW,Josh,Anderson,1.01,10,3000,DET@CLS,CLS,DET,,,
14899-54477,RW,Bryan,Rust,1.306666667,30,3000,PIT@NYI,PIT,NYI,,,
14899-42777,LW,Kerby,Rychel,1.2984375,32,3000,DET@CLS,CLS,DET,,,
14899-62195,D,Brett,Pesce,1.111320755,53,3000,OTT@CAR,CAR,OTT,,,
14899-64101,D,Noah,Hanifin,1.087301587,63,3000,OTT@CAR,CAR,OTT,,,
14899-15346,C,Adam,Lowry,0.819298246,57,3000,NSH@WPG,WPG,NSH,,,
14899-8798,LW,John,Scott,0.968181818,11,3000,DAL@MON,MON,DAL,,,
14899-8796,D,Danny,Syvret,0,0,3000,NYR@BUF,NYR,BUF,,,
14899-8749,LW,Matt,Halischuk,0.6,16,3000,NSH@WPG,WPG,NSH,,,
14899-8744,LW,Nathan,Gerbe,0.632258065,31,3000,OTT@CAR,CAR,OTT,,,
14899-10929,RW,Anthony,Peluso,0.925714286,35,3000,NSH@WPG,WPG,NSH,O,Upper body,
14899-8757,RW,Rob,Klinkhammer,0.178571429,14,3000,SJ@EDM,EDM,SJ,,,
14899-21925,D,Tommy,Cross,0.333333333,3,3000,BOS@TB,BOS,TB,,,
14899-21926,D,Brian,Dumoulin,1.044615385,65,3000,PIT@NYI,PIT,NYI,,,
14899-8758,RW,Mike,Blunden,2.261111111,9,3000,BOS@TB,TB,BOS,,,
14899-8753,LW,Tanner,Glass,0.85,42,3000,NYR@BUF,NYR,BUF,,,
14899-22905,D,Fredrik,Claesson,-0.4875,8,3000,OTT@CAR,OTT,CAR,,,
14899-15277,C,Phillip,Danault,0.808571429,35,3000,DAL@MON,MON,DAL,,,
14899-37893,LW,Stefan,Matteau,0.215217391,23,3000,DAL@MON,MON,DAL,,,
14899-8705,RW,Steve,Bernier,1.263888889,18,3000,PIT@NYI,NYI,PIT,,,
14899-15293,D,Jamie,Oleksiak,0.646428571,14,3000,DAL@MON,DAL,MON,,,
14899-15290,C,Daniel,Catenacci,0.257142857,7,3000,NYR@BUF,BUF,NYR,,,
14899-15289,LW,Matt,Puempel,0.693333333,15,3000,OTT@CAR,OTT,CAR,,,
14899-14177,RW,Brad,Malone,0.8,41,3000,OTT@CAR,CAR,OTT,,,
14899-14181,RW,Tyler,Randell,1.31,25,3000,BOS@TB,BOS,TB,,,
14899-8938,C,Patrice,Cormier,0.2,2,3000,NSH@WPG,WPG,NSH,,,
14899-14217,D,Patrik,Nemeth,0.82,25,3000,DAL@MON,DAL,MON,,,
14899-42908,RW,Brad,Hunt,0.614285714,7,3000,SJ@EDM,EDM,SJ,,,
14899-10835,RW,Chris,Terry,0.569230769,52,3000,OTT@CAR,CAR,OTT,,,
14899-42910,D,Darnell,Nurse,1.032758621,58,3000,SJ@EDM,EDM,SJ,,,
14899-42906,LW,Jujhar,Khaira,0.723333333,15,3000,SJ@EDM,EDM,SJ,,,
14899-40030,D,Alexei,Marchenko,0.578181818,55,3000,DET@CLS,DET,CLS,,,
14899-38933,D,Slater,Koekkoek,1.1,5,3000,BOS@TB,TB,BOS,,,
14899-10824,LW,Mike,Angelidis,1.6625,4,3000,BOS@TB,TB,BOS,,,
14899-14248,C,Anton,Lander,0.377192982,57,3000,SJ@EDM,EDM,SJ,,,
14899-8868,RW,Erik,Condra,0.807142857,42,3000,BOS@TB,TB,BOS,,,
14899-59261,LW,Nicholas,Paul,1.24,10,3000,OTT@CAR,OTT,CAR,,,
14899-8866,RW,Cody,Bass,0.428571429,14,3000,NSH@WPG,NSH,WPG,,,
14899-42984,RW,Justin,Bailey,0.9125,8,3000,NYR@BUF,BUF,NYR,,,
14899-59235,RW,Tomas,Nosek,-0.116666667,6,3000,DET@CLS,DET,CLS,,,
14899-8891,D,Mike,Weaver,0,0,3000,DAL@MON,MON,DAL,,,
14899-10797,C,Mark,Letestu,0.95,68,3000,SJ@EDM,EDM,SJ,,,
14899-42977,RW,Nicolas,Petan,0.378571429,14,3000,NSH@WPG,WPG,NSH,,,
14899-42981,D,Joshua,Morrissey,0.4,1,3000,NSH@WPG,WPG,NSH,,,
14899-8854,RW,Eric,Tangradi,0,1,3000,DET@CLS,DET,CLS,,,
14899-8852,LW,Dustin,Jeffrey,1.357142857,7,3000,PIT@NYI,PIT,NYI,,,
14899-59208,LW,Kevin,Fiala,1.48,5,3000,NSH@WPG,NSH,WPG,,,
14899-9073,LW,Lauri,Korpikoski,1.110526316,57,3000,SJ@EDM,EDM,SJ,,,
14899-21729,LW,Brian,Flynn,0.932727273,55,3000,DAL@MON,MON,DAL,IR,Lower body,
14899-21735,D,Matt,Tennyson,0.656666667,30,3000,SJ@EDM,SJ,EDM,O,Head,
14899-11245,D,Brian,Strait,0.78902439,41,3000,PIT@NYI,NYI,PIT,,,
14899-21732,D,Anthony,Bitetto,0.654761905,21,3000,NSH@WPG,NSH,WPG,,,
14899-21733,RW,Chris,Brown,0.4,1,3000,NYR@BUF,NYR,BUF,,,
14899-11237,LW,Zac,Rinaldo,0.729807692,52,3000,BOS@TB,BOS,TB,O,Suspension,
14899-39348,C,Andew,Miller,0.033333333,6,3000,SJ@EDM,EDM,SJ,,,
14899-59018,RW,Iiro,Pakarinen,0.755769231,52,3000,SJ@EDM,EDM,SJ,,,
14899-11200,RW,Bryan,Lerg,0.433333333,6,3000,SJ@EDM,SJ,EDM,,,
14899-62442,LW,Markus,Hannikainen,-0.2,4,3000,DET@CLS,CLS,DET,,,
14899-12259,D,Brendan,Smith,1.284259259,54,3000,DET@CLS,DET,CLS,,,
14899-68602,C,Aleksi,Saarela,0,0,3000,OTT@CAR,CAR,OTT,,,
14899-68604,C,Jon,Martin,0,0,3000,SJ@EDM,SJ,EDM,,,
14899-11148,LW,Paul,Byron,0.982608696,46,3000,DAL@MON,MON,DAL,,,
14899-8988,LW,Luke,Gazdic,0.346428571,28,3000,SJ@EDM,EDM,SJ,,,
14899-21649,D,Zach,Trotman,1.251351351,37,3000,BOS@TB,BOS,TB,,,
14899-21650,D,Xavier,Ouellet,0.42,5,3000,DET@CLS,DET,CLS,,,
14899-62294,D,Brady,Skjei,0.566666667,3,3000,NYR@BUF,NYR,BUF,,,
14899-58890,LW,Nikolay,Goldobin,0.977777778,9,3000,SJ@EDM,SJ,EDM,,,
14899-11043,LW,John,McCarthy,0,1,3000,SJ@EDM,SJ,EDM,,,
14899-54575,D,Esa,Lindell,-0.55,4,3000,DAL@MON,DAL,MON,,,
14899-9121,LW,Matt,Hendricks,1.08,55,3000,SJ@EDM,EDM,SJ,,,
14899-53606,C,Yanni,Gourde,1.75,2,3000,BOS@TB,TB,BOS,,,
14899-39242,C,Tim,Schaller,1.041176471,17,3000,NYR@BUF,BUF,NYR,,,
14899-39240,RW,Luke,Witkowski,0.35,4,3000,BOS@TB,TB,BOS,,,
14899-39239,C,Tanner,Richard,0,0,3000,BOS@TB,TB,BOS,,,
14899-12121,D,Cody,Goloubef,1.136666667,30,3000,DET@CLS,CLS,DET,,,
14899-39261,D,Scott,Mayfield,-0.366666667,3,3000,PIT@NYI,NYI,PIT,,,
14899-42705,C,Colton,Sissons,0.95,19,3000,NSH@WPG,NSH,WPG,,,
14899-21521,LW,Phil,Varone,1.46,5,3000,OTT@CAR,OTT,CAR,,,
14899-8141,LW,Mike,Brown,0.727173913,46,3000,DAL@MON,MON,DAL,,,
14899-11399,D,Michal,Jordan,0.4,26,3000,OTT@CAR,CAR,OTT,,,
14899-12641,D,Nikita,Nikitin,0.333333333,9,3000,SJ@EDM,EDM,SJ,,,
14899-8287,D,Kyle,Quincey,1.336666667,30,3000,DET@CLS,DET,CLS,,,
14899-11401,RW,Gabriel,Bourque,1.068181818,22,3000,NSH@WPG,NSH,WPG,IR,Upper body,
14899-8161,RW,Eric,Boulton,-0.5,2,3000,PIT@NYI,NYI,PIT,,,
14899-12630,C,Michael,Chaput,2.483333333,3,3000,DET@CLS,CLS,DET,,,
14899-12631,LW,Tye,McGinn,0.2,2,3000,BOS@TB,TB,BOS,,,
14899-8164,LW,Chris,Thorburn,1.000769231,65,3000,NSH@WPG,WPG,NSH,,,
14899-66675,LW,Daniel,Sprong,0.788888889,18,3000,PIT@NYI,PIT,NYI,,,
14899-8309,D,Fedor,Tyutin,0.248148148,54,3000,DET@CLS,CLS,DET,,,
14899-8304,RW,Jared,Boll,0.352173913,23,3000,DET@CLS,CLS,DET,,,
14899-8189,D,Mark,Stuart,0.463636364,55,3000,NSH@WPG,WPG,NSH,IR,Upper body,
14899-54925,LW,Michael,Keranen,-1,1,3000,OTT@CAR,OTT,CAR,,,
14899-8200,RW,Daniel,Paille,0.2,12,3000,NYR@BUF,NYR,BUF,,,
14899-39643,D,Nikita,Nesterov,1.068604651,43,3000,BOS@TB,TB,BOS,,,
14899-8218,RW,Rene,Bourque,0.820930233,43,3000,DET@CLS,CLS,DET,,,
14899-8224,LW,Eric,Nystrom,0.705,40,3000,NSH@WPG,NSH,WPG,IR,Foot,
14899-58878,C,Oskar,Sundqvist,0.32,10,3000,PIT@NYI,PIT,NYI,O,Undisclosed,
14899-58877,RW,Conor,Sheary,0.85,28,3000,PIT@NYI,PIT,NYI,,,
14899-9314,D,Paul,Postma,-0.188888889,9,3000,NSH@WPG,WPG,NSH,,,
14899-9315,LW,Drayson,Bowman,0,0,3000,DAL@MON,MON,DAL,,,
14899-8248,D,Tim,Gleason,0,0,3000,OTT@CAR,CAR,OTT,,,
14899-61549,LW,Frank,Vatrano,1.663333333,30,3000,BOS@TB,BOS,TB,,,
14899-66758,LW,Francis,Perron,0,0,3000,OTT@CAR,OTT,CAR,,,
14899-8410,D,Jack,Johnson,1.0275,60,3000,DET@CLS,CLS,DET,IR,Upper body,
14899-13743,D,Mark,Borowiecki,0.611904762,63,3000,OTT@CAR,OTT,CAR,O,Knee,
14899-12765,RW,Matt,Taormina,0.4,1,3000,BOS@TB,TB,BOS,,,
14899-8425,RW,Cal,Clutterbuck,1.427868852,61,3000,PIT@NYI,NYI,PIT,,,
14899-12756,D,Dylan,McIlrath,1.296774194,31,3000,NYR@BUF,NYR,BUF,DTD,Leg,
14899-58685,RW,Josh,Archibald,0,1,3000,PIT@NYI,PIT,NYI,,,
14899-9390,C,Dominic,Moore,1.084375,64,3000,NYR@BUF,NYR,BUF,,,
14899-9393,C,Eric,Fehr,0.988461538,39,3000,PIT@NYI,PIT,NYI,IR,Lower body,
14899-11305,D,Chris,Summers,0.333333333,3,3000,NYR@BUF,NYR,BUF,,,
14899-8440,RW,Travis,Moen,0.569444444,18,3000,DAL@MON,DAL,MON,,,
14899-12744,D,Mark,Pysyk,0.7775,40,3000,NYR@BUF,BUF,NYR,,,
14899-39463,C,Max,Friberg,-0.02,5,3000,DAL@MON,MON,DAL,,,
14899-11384,RW,Joakim,Andersson,0.582142857,28,3000,DET@CLS,DET,CLS,,,
14899-8376,C,Gregory,Campbell,0.577272727,66,3000,DET@CLS,CLS,DET,,,
14899-23063,RW,Marek,Hrivik,1.1,4,3000,NYR@BUF,NYR,BUF,,,
14899-23069,D,Adam,Clendening,1.405555556,18,3000,SJ@EDM,EDM,SJ,,,
14899-43206,LW,Joel,Vermin,0.566666667,6,3000,BOS@TB,TB,BOS,,,
14899-8517,LW,Brian,Boyle,1.103333333,60,3000,BOS@TB,TB,BOS,,,
14899-43200,D,Ryan,Pulock,0.466666667,3,3000,PIT@NYI,NYI,PIT,,,
14899-8567,D,Braydon,Coburn,1.074615385,65,3000,BOS@TB,TB,BOS,DTD,Lower body,
14899-54200,C,Ryan,Carpenter,0,1,3000,SJ@EDM,SJ,EDM,,,
14899-62861,C,Noel,Acciari,1.4,4,3000,BOS@TB,BOS,TB,,,
14899-8545,RW,Chris,Neil,1.08358209,67,3000,OTT@CAR,OTT,CAR,,,
14899-43167,D,Mirco,Mueller,0.095,10,3000,SJ@EDM,SJ,EDM,,,
14899-8451,D,Josh,Gorges,0.835483871,62,3000,NYR@BUF,BUF,NYR,,,
14899-43140,C,Barclay,Goodrow,0.985714286,14,3000,SJ@EDM,SJ,EDM,,,
14899-8455,C,David,Legwand,0.7828125,64,3000,NYR@BUF,BUF,NYR,,,
14899-14481,D,Alexei,Emelin,0.683035714,56,3000,DAL@MON,MON,DAL,,,
14899-8511,D,Jack,Hillen,0,0,3000,OTT@CAR,CAR,OTT,,,
14899-13406,D,Brenden,Dillon,0.990677966,59,3000,SJ@EDM,SJ,EDM,,,
14899-8487,D,Johnny,Oduya,1.186567164,67,3000,DAL@MON,DAL,MON,,,
14899-62927,C,Derek,Ryan,1.6,2,3000,OTT@CAR,CAR,OTT,,,
14899-14463,D,Victor,Bartley,0.425,4,3000,DAL@MON,MON,DAL,,,
14899-8649,D,Carlo,Colaiacovo,0.442857143,28,3000,NYR@BUF,BUF,NYR,,,
14899-8650,D,Roman,Polak,1.167741935,62,3000,SJ@EDM,SJ,EDM,,,
14899-15395,RW,Brett,Ritchie,0.825,2,3000,DAL@MON,DAL,MON,,,
14899-23228,D,Justin,Schultz,0.780434783,46,3000,PIT@NYI,PIT,NYI,,,
14899-15380,D,Jordie,Benn,0.735714286,56,3000,DAL@MON,DAL,MON,O,Lower body,
14899-39714,LW,Charles,Hudon,3.2,2,3000,DAL@MON,MON,DAL,,,
14899-15363,RW,Tomas,Jurco,0.7025,40,3000,DET@CLS,DET,CLS,,,
14899-15362,RW,Alexander,Khokhlachev,-0.08,5,3000,BOS@TB,BOS,TB,DTD,Hand,
14899-8603,C,Max,Talbot,0.540277778,36,3000,BOS@TB,BOS,TB,,,
14899-8597,RW,Craig,Adams,0,0,3000,PIT@NYI,PIT,NYI,,,
14899-62816,LW,Anton,Slepyshev,-0.045454545,11,3000,SJ@EDM,EDM,SJ,,,
14899-43009,LW,Lucas,Lessio,0.425,4,3000,DAL@MON,MON,DAL,,,
14899-8581,RW,Kevin,Porter,0.429268293,41,3000,PIT@NYI,PIT,NYI,O,Ankle,
14899-8616,RW,Torrey,Mitchell,1.211818182,55,3000,DAL@MON,MON,DAL,,,
